rating,sentiment,cleaned_comment,comment
2,0,43 درصد صفر درصد حدود سه چهار دقیقه‌ای خالی میشه,از ۴۳ درصد تا صفر درصد حدود سه چهار دقیقه ای شارژش خالی میشه.
5,1,قیمت تخفیف ویژه عالی عالی گارانتی آواژنگ داره دمتون گرم,با قیمت تو تخفیف ویژه عالی عالی گارانتی آواژنگ هم داره. دمتون گرم
1,0,پیشنهاد خودم مرجوع کلا ناپایداره یهو 45 درصد صفر شد دیگ,پیشنهاد نمیکنم بخرید خودم مرجوع کردم کلا ناپایداره یهو دیدی رو ۴۵ درصد صفر شد و دیگ شارژ نکرد
4,1,عالی بصرفه,عالی و بصرفه
1,0,اطلاعات ارائه‌شده‌محصول واقعی نیست ظرفیت بانک خیلی کم ابعاد بزرگ سنگین اس فقط یک را درصد باقی مانده روی بانک غیر واقعی اس خرید را توصیه,"اطلاعات ارائه شده محصول واقعی نیست .ظرفیت پاور بانک خیلی کم و ابعاد آن بزرگ و سنگین است .
فقط یک گوشی را شارژ می‌کند. 
درصد شارژ باقی مانده بر روی پاور بانک غیر واقعی است .
خرید آن را توصیه نمیکنم ."
4,1,کمی سنگینه ولی کارراه اندازه سرعت اهمیت داره جنس بدنه عالی ممنون,کمی سنگینه ولی کارراه اندازه کابل شارژ هم در سرعت شارژ اهمیت داره جنس بدنه عالی ممنون از دیجی کالا
5,1,فوق العاده اس ازا خیلی راضی ام,فوق العاده است ازاش خیلی راضی  ام
1,0,داخل شگفت‌انگیز 799 مشتری ارزش قائل باشید جنس معیوب برگشت عنوان جنس آکبند مشتری تحویل بار اول روی 70 درصد خالی شد بار دوم روی 50 درصد,"داخل شگفت انگیز 799 خریدم. برای مشتری ارزش قائل باشید و جنس معیوب و برگشتی رو به عنوان جنس آکبند به مشتری تحویل ندهید.
بار اول روی 70 درصد خالی شد. بار دوم روی 50 درصد."
1,0,دفترچه راهنما ندار کیفیت بانک خیلی افتضاحه خریدن اصلا توصیه,"دفترچه راهنما ندارها و کیفیت پاور بانک خیلی افتضاحه.
برای خریدن اصلا توصیه نمیکنم"
2,0,کیفیت نداره خیلی دیر میکنه اینکه نمایشگر اشتباه نشون میده مقدار باقی مو 66 درصد نشون ی دفعه صفر شد,کیفیت نداره خیلی دیر شارژ میکنه و اینکه نمایشگر اشتباه نشون میده مقدار باقی مونده شارژ و  66 درصد شارژ نشون میداد ی  دفعه صفر شد
4,1,خوب اس,خوب است
2,0,پاوربانک بدستم رسید ظاهرا قبلا کس دیگر ارسال چون هیچ اثر اکبند بودن درضمن اصلا بااینکه روی صفحه 100درصدشارژ کنه مرجوع ممنون,پاوربانک که بدستم رسید ظاهرا قبلا هم برای کس دیگر ارسال شده بود چون هیچ اثری از اکبند بودن نداشت درضمن اصلا گوشی شارژ نکرد بااینکه روی صفحه 100درصدشارژ داشت نتوانست شارژ کنه من مرجوع کردم ممنون از دیجی کالا
1,0,بد بد بد باز کثیف دست دوم‌بود صد یهو صفر شد خراب‌بود مرجوعی دست دوم برام ممنون دیجیکالا تونستم مرجوع,بد بد بد ، باز کردم  کثیف و دست دوم بود ، گوشی رو زدم به شارژ از صد یهو صفر شد ، خراب بود کالای مرجوعی دست دوم رو برام فرستاده بود ، ممنون از دیجیکالا که تونستم مرجوع کنم
4,1,نمره کیف کار 20 نیست دیگه بین 15 18 20,نمره کیفت کار ۲۰ نیست دیگه بین ۱۵ تا ۱۸ از ۲۰
2,0,اندازه ده دوازده هزاره,پاور اندازه ده تا دوازده هزاره
1,0,سلام بنظرم خراب فرستادن بعداز 15ساعت هنوز شارژ‌نشده‌درصد باتری روش تغییر نمیکنه گارانتی واقعی هست یا باید مرجوع خود دیجیکالا بانک 100درصد فول‌بود ولی خالی کرد وقتی 60درصد رسید خاموش شد شارژ‌نشده‌بعداز 18ساعت درصد باتری 38درصد شده,با سلام بنظرم کالای خراب فرستادن بعداز 15ساعت هنوز شارژ نشده درصد باتری روش تغییر نمیکنه گارانتی واقعی هست یا باید مرجوع کنم من از خود دیجیکالا خریدم پاور بانک 100درصد فول بود ولی خالی کرد وقتی به 60درصد رسید بعد خاموش شد  شارژ نشده بعداز 18ساعت درصد باتری 38درصد شده
1,0,پلمب نبود روی 70 درصد خاموش شد اینکه دوبار 100درصد اینبار روی 40 درصد صفر خاموش شد,پلمب نبود. روي شارژ 70 درصد خاموش شد بعد از اينكه دوبار 100درصد شارژش كردم اينبار روي 40 درصد، صفر و خاموش شد.
1,0,سلام متاسفانه بانک مثل جنس دست دوم اس پر خط خش ظاهرا ایراد داشته تعمیر کردن چون بسته باند باز,"سلام متاسفانه این پاور بانک مثل جنس دست دوم است.
پر خط و خش.
ظاهرا ایراد داشته و تعمیرش کردن چون بسته باندی باز میباشد."
1,0,هیچ عنوان پیشنهاد ... اومد دست 99 درصد یهو خاموش شد .. خودم شاید کاذب نشون میده گذاشتمش پر شد دوباره گوشیمو فقط یکبار گوشیمو کرد رسید 35 درصد جلو چشمام شروع کرد خالی کردن عرض سی ثانیه 35 درصد خالی شد ... برید برند معتبر مثل انکر بیسوس مک دودو جویروم ... هیچ ارزونی بی‌دلیل نیست ...,به هیچ عنوان پیشنهاد نمیکنم...اومد دستم ۹۹ درصد شارژ داشت زدم به گوشی یهو خاموش شد..با خودم گفتم شاید شارژ کاذب نشون میده و گذاشتمش تو شارژ تا پر شد و دوباره گوشیمو شارژ کردم فقط یکبار گوشیمو شارژ کرد و رسید به ۳۵ درصد و بعدش جلو چشمام شروع کرد به خالی کردن شارژ و در عرض سی ثانیه ۳۵ درصدش خالی شد...برید برندهای معتبری مثل انکر و بیسوس مک دودو و جویروم بخرید...هیچ ارزونی بی دلیل نیست...
1,0,خرابه 40 یا 50 درصد میشه یهو صفر میشه,خرابه ۴۰ یا ۵۰ درصد که میشه یهو صفر میشه
1,0,اصلا گول تخفیف اصلا نمیخوره دیر میشه زود زود خالی میشه 30 دقیقه کلا تموم میشه یکدفعه 60 یا 70 میشه 0,اصلا گول تخفیف رو نخورید اصلا بدرد نمیخوره دیر شارژ میشه و زود زود خالی میشه بعد از 30 دقیقه به بعد شارژش کلا تموم میشه یکدفعه از 60 یا 70 میشه 0
5,1,عالیه وقتی 100 درصد بشه 4 میتونه کنه,"عالیه 
وقتی ۱۰۰ درصد شارژ بشه ۴ تا گوشی رو میتونه شارژ کنه ."
1,0,بدون پلمپ خراب فرستادن روی 70 درصد خاموش میشه مرجوع اصلا سالم باشه عمر نمیکنه,"بدون پلمپ و کالای خراب فرستادن روی ۷۰ درصد خاموش میشه مرجوع زدم
نخرید اصلا این کالا سالمم باشه عمر نمیکنه"
1,0,تازه بانک هیچ عنوان توصیه اولا پلمپ خارج‌بود یکبار گوشیو بیشتر نمیکنه مرجوع,من تازه گرفتم این پاور بانک و به هیچ عنوان توصیه نمیکنم اولا از پلمپ خارج بود بعد یکبار گوشیو بیشتر شارژ نمیکنه من که مرجوع میکنم
4,1,دو سه فعلا بدک نبودن,دو سه تا گرفتیم فعلا که بدک نبودن
5,1,نصب قیمت عالی‌بود توجه گارانتی آواژنگ ارزش خرید بالایی داره,"نصبت به قیمت عالی بود. 
با توجه به گارانتی آواژنگ، ارزش خرید بالایی داره."
1,0,جنس اشغال مستعمل فرستادن پلمپش باز شارژرش کار مرجوع,جنس اشغال و مستعمل فرستادن.  پلمپش باز شده بود. کابل شارژرش کار نمیکرد. مرجوع کردم
1,0,فوق العاده جنس بدی داره یجورایی پول حروم کردنه ولی بابت قبول برگشت شرایط مناسب برگشت تشکر,فوق العاده جنس بدی داره و یجورایی پول حروم کردنه ولی از دیجی کالا بابت قبول برگشت کالا و شرایط مناسب برگشت کالا تشکر میکنم
5,1,تست خوب‌بود می‌شه می‌کنه,تست کردم خوب بود هم فست شارژ می‌شه هم فست شارژ می‌کنه
4,1,خوب کاربردی,خوب و کاربردی.
2,0,استفاده اولیه بنظر خوب میاد باید دید طول زمان استفاده مکرر چه عملکردی داره نظر دوم ازچندبار اسفاده اصلا عمل‌کرد خوبی نداره توصیه پاوربانک,"در استفاده اولیه بنظر خوب میاد باید دید در طول زمان و استفاده مکرر چه عملکردی داره
نظر دوم بعد ازچندبار اسفاده اصلا عملکرد خوبی نداره و توصیه نمیکنم این پاوربانک رو بخرید"
